Geneid;Chr;Start;End;Strand;Length;Description
ST18;chr8;52110838;52113338;-;14438;ST18 C2H2C-type zinc finger transcription factor
ST20;chr15;79898840;79899125;-;1614;suppressor of tumorigenicity 20
ST20-AS1;chr15;79922771;79923260;+;4223;ST20 antisense RNA 1
ST3GAL1;chr8;133454848;133459937;-;8852;ST3 beta-galactoside alpha-2,3-sialyltransferase 1
ST3GAL1-DT;chr8;133572158;133573861;+;1704;ST3GAL1 divergent transcript
ST3GAL1P1;chr4;67716375;67717388;-;1014;ST3GAL1 pseudogene 1
ST3GAL2;chr16;70375977;70381862;-;9745;ST3 beta-galactoside alpha-2,3-sialyltransferase 2
ST3GAL3;chr1;43705824;43705996;+;19448;ST3 beta-galactoside alpha-2,3-sialyltransferase 3
ST3GAL3-AS1;chr1;43709392;43709535;-;469;ST3GAL3 antisense RNA 1
ST3GAL4;chr11;126355640;126355842;+;5962;ST3 beta-galactoside alpha-2,3-sialyltransferase 4
ST3GAL5;chr2;85837120;85840392;-;16300;ST3 beta-galactoside alpha-2,3-sialyltransferase 5
ST3GAL5-AS1;chr2;85889151;85889803;+;1068;ST3GAL5 antisense RNA 1 (head to head)
ST3GAL6;chr3;98732236;98732532;+;6304;ST3 beta-galactoside alpha-2,3-sialyltransferase 6
ST3GAL6-AS1;chr3;98706236;98708316;-;9390;ST3GAL6 antisense RNA 1
ST6GAL1;chr3;186930325;186930834;+;11142;ST6 beta-galactoside alpha-2,6-sialyltransferase 1
ST6GAL2;chr2;106801600;106806949;-;7229;ST6 beta-galactoside alpha-2,6-sialyltransferase 2
ST6GAL2-IT1;chr2;106822923;106823144;-;388;ST6GAL2 intronic transcript 1
ST6GALNAC1;chr17;76624761;76625527;-;3396;ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1
ST6GALNAC2;chr17;76565377;76566271;-;3002;ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2
ST6GALNAC3;chr1;76074746;76074884;+;7212;ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
ST6GALNAC4;chr9;127907886;127908581;-;2633;ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4
ST6GALNAC4P1;chr13;19818121;19818619;-;499;ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 pseudogene 1
ST6GALNAC5;chr1;76867480;76867690;+;6059;ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
ST6GALNAC6;chr9;127885321;127886788;-;5307;ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6
ST7;chr7;116953238;116953691;+;6526;suppression of tumorigenicity 7
ST7-AS1;chr7;116952446;116954334;-;1889;ST7 antisense RNA 1
ST7-AS2;chr7;117072072;117072361;-;3612;ST7 antisense RNA 2
ST7-OT4;chr7;116953899;116954109;+;2664;ST7 overlapping transcript 4
ST7L;chr1;112523514;112526111;-;8108;suppression of tumorigenicity 7 like
ST8SIA1;chr12;22063773;22063927;-;14483;ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
ST8SIA2;chr15;92393881;92394162;+;5850;ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2
ST8SIA3;chr18;57352557;57353025;+;10324;ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3
ST8SIA4;chr5;100806933;100812129;-;7812;ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
ST8SIA5;chr18;46667821;46680510;-;15673;ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5
ST8SIA5-DT;chr18;46756487;46756624;+;10685;ST8SIA5 divergent transcript
ST8SIA6;chr10;17315421;17321346;-;7063;ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6
ST8SIA6-AS1;chr10;17386919;17387075;+;2786;ST8SIA6 antisense RNA 1
STAB1;chr3;52495338;52495491;+;10588;stabilin 1
STAB2;chr12;103587273;103587557;+;9280;stabilin 2
STAC;chr3;36380503;36380754;+;4237;SH3 and cysteine rich domain
STAC2;chr17;39210541;39212396;-;3430;SH3 and cysteine rich domain 2
STAC3;chr12;57243453;57243910;-;2091;SH3 and cysteine rich domain 3
STAG1;chr3;136336236;136338277;-;7843;stromal antigen 1
STAG1-DT;chr3;136752630;136755780;+;3151;STAG1 divergent transcript
STAG2;chrX;123960212;123960288;+;15987;stromal antigen 2
STAG2-AS1;chrX;123959233;123959405;-;326;STAG2 antisense RNA 1
STAG3;chr7;100177563;100177905;+;8736;stromal antigen 3
STAG3L1;chr7;75359194;75359409;+;3018;stromal antigen 3-like 1 (pseudogene)
STAG3L2;chr7;74843754;74843832;-;2955;stromal antigen 3-like 2 (pseudogene)
STAG3L3;chr7;72969696;72970119;-;3644;stromal antigen 3-like 3 (pseudogene)
STAG3L4;chr7;67302621;67302885;+;4469;stromal antigen 3-like 4 (pseudogene)
STAG3L5P;chr7;100336079;100336220;+;2804;stromal antigen 3-like 5 pseudogene
STAG3L5P-PVRIG2P-PILRB;chr7;100336104;100336337;+;3816;STAG3L5P-PVRIG2P-PILRB readthrough
STAM;chr10;17644151;17644379;+;4130;signal transducing adaptor molecule
STAM-DT;chr10;17641284;17643878;-;2595;STAM divergent transcript
STAM2;chr2;152116801;152120802;-;6776;signal transducing adaptor molecule 2
STAMBP;chr2;73828916;73828996;+;18050;STAM binding protein
STAMBPL1;chr10;88879734;88880638;+;6323;STAM binding protein like 1
STAP1;chr4;67558727;67558929;+;1951;signal transducing adaptor family member 1
STAP2;chr19;4324043;4324197;-;2766;signal transducing adaptor family member 2
STAR;chr8;38142700;38144386;-;4443;steroidogenic acute regulatory protein
STARD10;chr11;72754729;72755142;-;4076;StAR related lipid transfer domain containing 10
STARD13;chr13;33103137;33105710;-;8386;StAR related lipid transfer domain containing 13
STARD13-AS;chr13;33180401;33180525;+;5800;STARD13 antisense RNA
STARD13-IT1;chr13;33158587;33158778;-;452;STARD13 intronic transcript 1
STARD3;chr17;39637090;39637231;+;5852;StAR related lipid transfer domain containing 3
STARD3NL;chr7;38178245;38178420;+;4324;STARD3 N-terminal like
STARD4;chr5;111496033;111500106;-;5684;StAR related lipid transfer domain containing 4
STARD4-AS1;chr5;111510396;111512508;+;9263;STARD4 antisense RNA 1
STARD5;chr15;81309053;81313403;-;6339;StAR related lipid transfer domain containing 5
STARD6;chr18;54324358;54324875;-;2110;StAR related lipid transfer domain containing 6
STARD7;chr2;96184859;96186914;-;4416;StAR related lipid transfer domain containing 7
STARD7-AS1;chr2;96208389;96208979;+;4733;STARD7 antisense RNA 1
STARD8;chrX;68647666;68647927;+;5558;StAR related lipid transfer domain containing 8
STARD9;chr15;42575606;42575762;+;20776;StAR related lipid transfer domain containing 9
STAT1;chr2;190908460;190909000;-;18467;signal transducer and activator of transcription 1
STAT2;chr12;56341597;56343531;-;9310;signal transducer and activator of transcription 2
STAT3;chr17;42313324;42315800;-;11208;signal transducer and activator of transcription 3
STAT4;chr2;191029576;191029866;-;4606;signal transducer and activator of transcription 4
STAT4-AS1;chr2;191021526;191021555;+;520;STAT4 antisense RNA 1
STAT5A;chr17;42287547;42287635;+;6385;signal transducer and activator of transcription 5A
STAT5B;chr17;42199176;42201864;-;12110;signal transducer and activator of transcription 5B
STAT6;chr12;57095408;57096761;-;7298;signal transducer and activator of transcription 6
STAU1;chr20;49113339;49114893;-;4094;staufen double-stranded RNA binding protein 1
STAU2;chr8;73420369;73421465;-;8964;staufen double-stranded RNA binding protein 2
STAU2-AS1;chr8;73420004;73420239;+;2279;STAU2 antisense RNA 1
STBD1;chr4;76306733;76306989;+;2244;starch binding domain 1
STC1;chr8;23841929;23845040;-;4134;stanniocalcin 1
STC2;chr5;173314723;173318249;-;5062;stanniocalcin 2
STEAP1;chr7;90154456;90154543;+;1544;STEAP family member 1
STEAP1B;chr7;22419444;22419836;-;6478;STEAP family member 1B
STEAP1B-AS1;chr7;22563337;22563430;+;2432;STEAP1B antisense RNA 1
STEAP2;chr7;90167590;90167913;+;8720;STEAP2 metalloreductase
STEAP2-AS1;chr7;89882353;89882555;-;1208;STEAP2 antisense RNA 1
STEAP3;chr2;119223831;119223888;+;4562;STEAP3 metalloreductase
STEAP3-AS1;chr2;119244422;119246881;-;3329;STEAP3 antisense RNA 1
STEAP4;chr7;88270892;88279628;-;11248;STEAP4 metalloreductase
STEEP1;chrX;119538149;119539789;-;2581;STING1 ER exit protein 1
STH;chr17;45999250;45999694;+;445;saitohin
STIL;chr1;47250139;47251922;-;7821;STIL centriolar assembly protein
STIM1;chr11;3854527;3854736;+;12040;stromal interaction molecule 1
STIM1-AS1;chr11;3854318;3854658;-;494;STIM1 antisense RNA 1
STIM2;chr4;26857601;26857682;+;8283;stromal interaction molecule 2
STIM2-AS1;chr4;26859806;26860028;-;640;STIM2 antisense RNA 1
STIMATE;chr3;52836219;52836635;-;5705;STIM activating enhancer
STIMATE-MUSTN1;chr3;52833121;52833430;-;6271;STIMATE-MUSTN1 readthrough
STING1;chr5;139475533;139476454;-;4798;stimulator of interferon response cGAMP interactor 1
STIP1;chr11;64185272;64185974;+;4601;stress induced phosphoprotein 1
STIP1P3;chrX;86084716;86086339;-;1624;stress induced phosphoprotein 1 pseudogene 3
STK10;chr5;172042079;172045022;-;8915;serine/threonine kinase 10
STK11;chr19;1177558;1177811;+;8811;serine/threonine kinase 11
STK11IP;chr2;219597857;219597923;+;5697;serine/threonine kinase 11 interacting protein
STK16;chr2;219245455;219245522;+;4368;serine/threonine kinase 16
STK16P1;chr14;49677369;49677893;+;525;serine/threonine kinase 16 pseudogene 1
STK17A;chr7;43582758;43582961;+;5683;serine/threonine kinase 17a
STK17B;chr2;196133583;196137729;-;6566;serine/threonine kinase 17b
STK19;chr6;31971091;31971274;+;3954;serine/threonine kinase 19
STK19B;chr6;32013270;32013286;+;211;serine/threonine kinase 19B (pseudogene)
STK24;chr13;98445185;98453209;-;12077;serine/threonine kinase 24
STK24-AS1;chr13;98577244;98577294;+;1278;STK24 antisense RNA 1
STK25;chr2;241492670;241495701;-;7588;serine/threonine kinase 25
STK25P1;chr18;12911186;12912023;+;838;serine/threonine kinase 25 pseudogene 1
STK26;chrX;132023302;132023407;+;3317;serine/threonine kinase 26
STK3;chr8;98371228;98371678;-;12604;serine/threonine kinase 3
STK31;chr7;23710203;23710335;+;6147;serine/threonine kinase 31
STK32A;chr5;147234963;147235199;+;7916;serine/threonine kinase 32A
STK32A-AS1;chr5;147180204;147180744;-;863;STK32A antisense RNA 1
STK32B;chr4;5051480;5051915;+;5282;serine/threonine kinase 32B
STK32C;chr10;132207492;132208151;-;3553;serine/threonine kinase 32C
STK33;chr11;8391868;8392710;-;7672;serine/threonine kinase 33
STK35;chr20;2101827;2102175;+;6839;serine/threonine kinase 35
STK36;chr2;218672069;218672215;+;6415;serine/threonine kinase 36
STK38;chr6;36493892;36495914;-;3585;serine/threonine kinase 38
STK38L;chr12;27243968;27244108;+;6863;serine/threonine kinase 38 like
STK39;chr2;167954020;167955570;-;3701;serine/threonine kinase 39
STK4;chr20;44966494;44966603;+;16570;serine/threonine kinase 4
STK4-DT;chr20;44963794;44965448;-;2153;STK4 divergent transcript
STK40;chr1;36339624;36341973;-;5618;serine/threonine kinase 40
STKLD1;chr9;133376366;133376560;+;4409;serine/threonine kinase like domain containing 1
STMN1;chr1;25884181;25885869;-;6247;stathmin 1
STMN1P1;chr12;31715342;31715781;-;440;stathmin 1 pseudogene 1
STMN2;chr8;79611117;79611214;+;2042;stathmin 2
STMN3;chr20;63639705;63641397;-;3029;stathmin 3
STMN4;chr8;27235308;27236905;-;3309;stathmin 4
STMND1;chr6;17102050;17102338;+;3096;stathmin domain containing 1
STMP1;chr7;135662496;135662594;+;4934;short transmembrane mitochondrial protein 1
STN1;chr10;103856806;103857338;-;14571;STN1 subunit of CST complex
STOM;chr9;121338987;121341408;-;3199;stomatin
STOML1;chr15;73978926;73984130;-;10458;stomatin like 1
STOML2;chr9;35099776;35100172;-;1806;stomatin like 2
STOML3;chr13;38965925;38967049;-;1998;stomatin like 3
STON1;chr2;48529383;48529587;+;7709;stonin 1
STON1-GTF2A1L;chr2;48529925;48529988;+;4294;STON1-GTF2A1L readthrough
STON2;chr14;81260652;81268497;-;13009;stonin 2
STOX1;chr10;68827531;68827933;+;3914;storkhead box 1
STOX2;chr4;183797692;183798055;+;11365;storkhead box 2
STPG1;chr1;24356999;24358619;-;8511;sperm tail PG-rich repeat containing 1
STPG2;chr4;97184093;97187833;-;6076;sperm tail PG-rich repeat containing 2
STPG2-AS1;chr4;97366681;97366988;+;4110;STPG2 antisense RNA 1
STPG3;chr9;137251261;137251396;+;1611;sperm-tail PG-rich repeat containing 3
STPG3-AS1;chr9;137250219;137251367;-;1701;STPG3 antisense RNA 1
STPG4;chr2;47045538;47045584;-;3203;sperm-tail PG-rich repeat containing 4
STRA6;chr15;74179466;74180243;-;7669;signaling receptor and transporter of retinol STRA6
STRA8;chr7;135231979;135232038;+;1443;stimulated by retinoic acid 8
STRADA;chr17;63682336;63682758;-;10860;STE20 related adaptor alpha
STRADB;chr2;201387858;201388075;+;3177;STE20 related adaptor beta
STRAP;chr12;15882387;15882819;+;2215;serine/threonine kinase receptor associated protein
STRBP;chr9;123109500;123109753;-;8121;spermatid perinuclear RNA binding protein
STRC;chr15;43599563;43599760;-;8102;stereocilin
STRCP1;chr15;43699441;43699576;-;5695;stereocilin pseudogene 1
STRIP1;chr1;110031577;110031640;+;7344;striatin interacting protein 1
STRIP2;chr7;129434432;129434601;+;5877;striatin interacting protein 2
STRN;chr2;36837698;36849625;-;14351;striatin
STRN3;chr14;30893799;30895580;-;4965;striatin 3
STRN4;chr19;46719511;46720338;-;7637;striatin 4
STS;chrX;7147237;7147602;+;12317;steroid sulfatase
STT3A;chr11;125591712;125591887;+;7369;STT3 oligosaccharyltransferase complex catalytic subunit A
STT3B;chr3;31532638;31533312;+;5006;STT3 oligosaccharyltransferase complex catalytic subunit B
STUB1;chr16;680224;680684;+;2318;STIP1 homology and U-box containing protein 1
STUB1-DT;chr16;678504;678807;-;1274;STUB1 divergent transcript
STUM;chr1;226548764;226549106;+;7834;stum, mechanosensory transduction mediator homolog
STX10;chr19;13144058;13144486;-;1796;syntaxin 10
STX11;chr6;144150487;144150703;+;5758;syntaxin 11
STX12;chr1;27773219;27773425;+;3801;syntaxin 12
STX16;chr20;58651253;58651434;+;5099;syntaxin 16
STX16-NPEPL1;chr20;58651434;58652138;+;3859;STX16-NPEPL1 readthrough (NMD candidate)
STX17;chr9;99906654;99906706;+;8912;syntaxin 17
STX17-DT;chr9;99397024;99398912;-;5895;STX17 divergent transcript
STX18;chr4;4415742;4416163;-;5349;syntaxin 18
STX18-AS1;chr4;4542131;4542625;+;21287;STX18 antisense RNA 1 (head to head)
STX18-IT1;chr4;4476121;4476144;-;542;STX18 intronic transcript 1
STX19;chr3;94014365;94015282;-;1149;syntaxin 19
STX1A;chr7;73699206;73700484;-;3693;syntaxin 1A
STX1B;chr16;30989256;30992901;-;5206;syntaxin 1B
STX2;chr12;130789600;130791977;-;3723;syntaxin 2
STX3;chr11;59713456;59713790;+;7308;syntaxin 3
STX4;chr16;31032889;31032909;+;4055;syntaxin 4
STX5;chr11;62806860;62807628;-;2881;syntaxin 5
STX5-DT;chr11;62832234;62832317;+;765;STX5 divergent transcript
STX6;chr1;180972712;180976646;-;6477;syntaxin 6
STX7;chr6;132445867;132460850;-;16387;syntaxin 7
STX8;chr17;9250471;9250645;-;3455;syntaxin 8
STXBP1;chr9;127579370;127579534;+;9358;syntaxin binding protein 1
STXBP2;chr19;7636772;7637035;+;6071;syntaxin binding protein 2
STXBP3;chr1;108746674;108746786;+;5892;syntaxin binding protein 3
STXBP4;chr17;54968727;54968815;+;18055;syntaxin binding protein 4
STXBP5;chr6;147204417;147204682;+;10512;syntaxin binding protein 5
STXBP5-AS1;chr6;146824539;146824801;-;13622;STXBP5 antisense RNA 1
STXBP5L;chr3;120908072;120908334;+;11085;syntaxin binding protein 5L
STXBP6;chr14;24809454;24812732;-;8119;syntaxin binding protein 6
STYK1;chr12;10618923;10620348;-;3440;serine/threonine/tyrosine kinase 1
STYX;chr14;52730166;52730531;+;4983;serine/threonine/tyrosine interacting protein
STYXL1;chr7;75996338;75996599;-;2028;serine/threonine/tyrosine interacting like 1
STYXL2;chr1;167094075;167094194;+;4274;serine/threonine/tyrosine interacting like 2
SUB1;chr5;32531633;32531916;+;9266;SUB1 regulator of transcription
SUB1P1;chr8;11790005;11790386;+;382;SUB1 pseudogene 1
SUCLA2;chr13;47745736;47747424;-;8879;succinate-CoA ligase ADP-forming subunit beta
SUCLA2-AS1;chr13;48001389;48001822;+;552;SUCLA2 antisense RNA 1
SUCLA2P3;chr2;25079901;25080279;-;1357;SUCLA2 pseudogene 3
SUCLG1;chr2;84423528;84423772;-;4162;succinate-CoA ligase GDP/ADP-forming subunit alpha
SUCLG2;chr3;67360460;67360768;-;3088;succinate-CoA ligase GDP-forming subunit beta
SUCLG2-DT;chr3;67654669;67655102;+;11122;SUCLG2 divergent transcript
SUCLG2P2;chr12;94548241;94549536;+;1296;SUCLG2 pseudogene 2
SUCNR1;chr3;151873643;151873706;+;4181;succinate receptor 1
SUCO;chr1;172532349;172532798;+;7894;SUN domain containing ossification factor
SUDS3;chr12;118376555;118376833;+;5558;SDS3 homolog, SIN3A corepressor complex component
SUDS3P1;chr5;177971316;177972281;+;966;SDS3 homolog, SIN3A corepressor complex component pseudogene 1
SUFU;chr10;102503972;102504334;+;6880;SUFU negative regulator of hedgehog signaling
SUGCT;chr7;40135005;40135120;+;2829;succinyl-CoA:glutarate-CoA transferase
SUGCT-AS1;chr7;40538127;40539682;-;1771;SUGCT antisense RNA 1
SUGP1;chr19;19276018;19276674;-;5021;SURP and G-patch domain containing 1
SUGP2;chr19;18990888;18991149;-;8468;SURP and G-patch domain containing 2
SUGT1;chr13;52652709;52652958;+;15102;SGT1 homolog, MIS12 kinetochore complex assembly cochaperone
SUGT1-DT;chr13;52651305;52652337;-;1033;SUGT1 divergent transcript
SUGT1P1;chr9;33503655;33503843;-;476;SUGT1 pseudogene 1
SUGT1P2;chr3;32752910;32753901;+;992;SUGT1 pseudogene 2
SUGT1P3;chr13;40882577;40882972;-;1763;SUGT1 pseudogene 3
SUGT1P4-STRA6LP;chr9;97238449;97238567;+;3701;SUGT1P4-STRA6LP readthrough
SUGT1P4-STRA6LP-CCDC180;chr9;97238497;97238567;+;7116;SUGT1P4-STRA6LP-CCDC180 readthrough
SULF1;chr8;69466624;69466950;+;9372;sulfatase 1
SULF2;chr20;47656197;47656443;-;6980;sulfatase 2
SULT1A1;chr16;28605196;28605933;-;8343;sulfotransferase family 1A member 1
SULT1A2;chr16;28591943;28592140;-;2216;sulfotransferase family 1A member 2
SULT1B1;chr4;69721167;69727200;-;7259;sulfotransferase family 1B member 1
SULT1C2;chr2;108288639;108289070;+;8399;sulfotransferase family 1C member 2
SULT1C2P1;chr2;108322238;108322461;+;2004;sulfotransferase family 1C member 2 pseudogene 1
SULT1C3;chr2;108239968;108240083;+;1538;sulfotransferase family 1C member 3
SULT1C4;chr2;108377911;108378506;+;3830;sulfotransferase family 1C member 4
SULT2B1;chr19;48552172;48552323;+;2725;sulfotransferase family 2B member 1
SULT4A1;chr22;43824509;43826113;-;2859;sulfotransferase family 4A member 1
SUMF1;chr3;3700814;3702461;-;6944;sulfatase modifying factor 1
SUMF2;chr7;56064002;56064378;+;4101;sulfatase modifying factor 2
SUMO1;chr2;202206182;202207321;-;2153;small ubiquitin like modifier 1
SUMO1P3;chr1;160317403;160317706;+;304;SUMO1 pseudogene 3
SUMO2;chr17;75165586;75168401;-;3348;small ubiquitin like modifier 2
SUMO2P1;chr6;29636060;29636343;-;284;SUMO2 pseudogene 1
SUMO2P10;chr3;33077204;33077491;+;288;SUMO2 pseudogene 10
SUMO2P14;chr7;24589115;24589407;-;293;SUMO2 pseudogene 14
SUMO2P17;chr17;48874860;48875039;-;897;SUMO2 pseudogene 17
SUMO2P19;chr8;102242040;102242226;-;295;SUMO2 pseudogene 19
SUMO2P21;chrX;115718942;115719229;-;288;SUMO2 pseudogene 21
SUMO2P8;chr6;108618000;108618285;-;286;SUMO2 pseudogene 8
SUMO3;chr21;44805617;44807040;-;2732;small ubiquitin like modifier 3
